Round,No1,No2,No3,No4,No5,No6,Bonus,FirstPrize,FirstWinners,SecondPrize,SecondWinners,ThirdWinners,FourthWinners,FifthWinners
1,10,23,29,33,37,40,16,0,0,143934100,1,28,2537,40155
2,9,13,21,25,32,42,2,2002006800,1,94866800,2,103,3763,55480
3,11,16,19,21,27,31,30,2000000000,1,0,0,139,5940,73256
4,14,27,30,31,40,42,2,0,0,211191200,1,29,2777,52382
5,16,24,29,40,41,42,3,0,0,0,0,42,3043,60434
6,14,15,26,27,40,42,34,6574451700,1,196297600,3,138,13445,176375
7,2,9,16,25,26,40,42,0,0,48165000,9,270,13229,206259
8,8,19,25,34,37,39,9,0,0,131555000,6,348,14279,248242
9,2,4,16,17,36,39,14,0,0,769456500,4,352,23672,603375
10,9,25,30,33,41,44,6,6430437900,13,40813400,236,11247,703234,3410846
11,1,7,36,37,41,42,14,4780152300,5,362132700,11,428,38515,612805
12,2,11,21,25,39,45,44,1348845700,12,99914400,27,1903,76845,1115084
13,22,23,25,37,38,42,26,0,0,433309300,6,450,29601,726751
14,2,6,12,31,33,40,15,9375048300,4,130363400,28,1421,77736,1341756
15,3,4,16,30,31,37,13,17014245000,1,177231700,16,509,39202,827538
16,6,7,24,37,38,40,33,4377146100,4,243174700,12,862,47255,870770
17,3,4,9,17,32,37,1,5349491200,3,297193900,9,1142,61651,961162
18,3,12,13,19,32,35,29,0,0,175017300,15,664,38453,693323
19,6,30,38,39,40,43,26,40722959400,1,297278500,14,697,55154,1135991
20,10,14,18,20,23,30,41,19352212800,1,230383400,14,888,48158,827470
21,6,12,17,18,31,32,21,797475400,23,117576500,26,2008,82996,1155368
22,4,5,6,8,17,39,25,4552194900,4,94837300,32,827,53248,937961
23,5,13,17,18,33,42,44,4317947700,4,125157900,23,1372,63717,990081
24,7,8,27,29,36,43,6,0,0,176023700,18,925,52777,755905
25,2,4,21,26,43,44,16,24227745300,2,175267400,28,1111,58903,1096200
26,4,5,7,18,20,25,31,3495069900,5,74680900,39,1340,72252,1097093
27,1,20,26,28,37,43,27,9543982500,2,198832900,16,579,33509,625925
28,9,18,23,25,35,37,1,1700361100,10,128815200,22,1164,57870,938483
29,1,5,13,34,39,40,11,3552594000,5,174146700,17,752,42347,765661
30,8,17,20,35,36,44,4,8728555500,2,132250800,22,872,42319,710466
31,7,9,18,23,28,35,32,8106672900,2,93180100,29,1130,58406,863641
32,6,14,19,25,34,44,11,1634528300,10,55596200,49,1203,52704,834746
33,4,7,32,33,40,41,9,14903517600,1,60583400,41,1063,52142,888943
34,9,26,35,37,40,42,2,3056918000,5,56609500,45,1264,68519,922063
35,2,3,11,26,37,43,39,5054598200,3,105304100,24,933,46866,779854
36,1,10,23,26,28,40,31,16014475800,1,140477800,19,768,38321,673755
37,7,27,30,33,35,37,42,4985999400,3,124649900,20,857,46334,782490
38,16,17,22,30,37,43,36,5374866400,3,149301800,18,679,36377,681031
39,6,7,13,15,21,43,8,2623748800,6,104949900,25,699,38752,680975
40,7,13,18,19,25,26,6,1147652400,13,56513100,44,1055,65081,798374
41,13,20,23,35,38,43,34,0,0,109404000,21,700,33805,583744
42,17,18,19,21,23,32,1,6899280100,6,131479800,35,1405,79543,1393691
43,6,31,35,38,39,44,1,17749630800,1,140870000,21,926,45078,776043
44,3,11,21,30,38,45,39,3362155800,5,121817200,23,785,40092,696051
45,1,10,20,27,33,35,17,8356417800,2,103165600,27,890,45470,775339
46,8,13,15,23,31,38,39,5327758800,3,68304600,39,1043,45243,745199
47,14,17,26,31,36,45,27,3250042400,5,246215300,11,902,40580,679466
48,6,10,18,26,37,38,3,2415673600,6,96626900,25,1279,58047,874668
49,4,7,16,19,33,40,30,1967504600,7,46845300,49,1487,66451,929635
50,2,10,12,15,22,44,1,5227061400,3,186680700,14,826,40296,664631
51,2,3,11,16,26,44,35,2421117000,6,93119800,26,961,45707,706567
52,2,4,15,16,20,29,1,3900844900,4,200043300,13,669,34665,619109
53,7,8,14,32,33,39,42,5014371000,3,100287400,25,802,45372,742615
54,1,8,21,27,36,39,37,5148626600,3,171620800,15,719,34854,617337
55,17,21,31,37,40,44,7,7088799600,2,98455500,24,728,42550,746855
56,10,14,30,31,33,37,19,3777570900,4,86840700,29,1359,41156,744566
57,7,10,16,25,29,44,6,4114411900,4,109717600,25,960,44050,763692
58,10,24,25,33,40,44,1,3676429200,4,62844900,39,1318,58215,880954
59,6,29,36,39,41,45,13,4127587300,4,119640200,23,651,35026,626460
60,2,8,25,36,39,42,11,2172504600,7,93873600,27,1088,45712,735708
61,14,15,19,30,38,43,8,3541038800,5,268260500,11,789,41227,714784
62,3,8,15,27,29,35,21,15817286400,1,119827900,22,829,41686,700804
63,3,20,23,36,38,40,5,7922245500,2,101567200,26,824,41505,712954
64,14,15,18,21,26,36,39,3899818000,4,236352600,11,651,37117,654379
65,4,25,33,36,40,43,39,3727945800,4,92048000,27,1003,52556,848960
66,2,3,7,17,22,24,45,3685138200,4,129303000,19,786,40188,712181
67,3,7,10,15,36,38,33,2114436500,7,39787700,62,972,46740,748901
68,10,12,15,16,26,39,38,2945882100,5,122745000,20,754,43265,735760
69,5,8,14,15,19,39,35,4962712200,3,124067800,20,766,41220,704209
70,5,19,22,25,28,43,26,5031277800,3,179688400,14,717,36781,645990
71,5,9,12,16,29,41,21,0,0,88745200,28,782,39516,659631
72,2,4,11,17,26,27,1,3260524600,13,104081800,44,2510,113994,1702959
73,3,12,18,32,40,43,38,2766662100,6,106410000,26,1363,55608,865131
74,6,15,17,18,35,40,23,5284949800,3,66061800,40,1021,48438,802633
75,2,5,24,32,34,44,28,3914616900,4,137354900,19,817,40782,697174
76,1,3,15,22,25,37,43,7451022600,2,146098400,17,840,44504,770522
77,2,18,29,32,43,44,37,5155758600,3,135677800,19,713,37033,643154
78,10,13,25,29,33,35,38,3519850000,4,106662100,22,910,42450,716323
79,3,12,24,27,30,32,14,3416443800,4,73471910,31,1196,49431,741871
80,17,18,24,25,26,30,1,13809540000,1,143849375,16,868,40251,706432
81,5,7,11,13,20,33,6,2714288880,5,113095370,20,1046,51654,787258
82,1,2,3,14,27,42,39,14562494400,1,121354120,20,637,36139,638058
83,6,10,15,17,19,34,14,7086948300,2,157487740,15,851,45924,763287
84,16,23,27,34,42,45,11,7669779000,2,150387824,17,635,32402,582445
85,6,8,13,23,31,36,21,3462109800,4,74453975,31,823,41746,664492
86,2,12,37,39,41,45,33,14252186400,1,148460275,16,611,35057,616434
87,4,12,16,23,34,43,26,1799358055,11,99964337,33,1250,54768,890859
88,1,17,20,24,30,41,27,3069709650,4,66015262,31,1183,64639,1098115
89,4,26,28,29,33,40,37,4248321900,3,70805365,30,1340,72667,1261896
90,17,20,29,35,38,44,10,3291435300,4,64537948,34,1297,67888,1160774
91,1,21,24,26,29,42,27,3582902400,4,74643800,32,1205,64183,1128902
92,3,14,24,33,35,36,17,1233270846,11,45219931,50,1623,79319,1307607
93,6,22,24,36,38,44,19,2269178150,6,87276083,26,1462,68597,1185275
94,5,32,34,40,41,45,6,2245339950,6,59087894,38,1353,71106,1223793
95,8,17,27,31,34,43,14,1747741238,8,48548368,48,1728,82432,1347106
96,1,3,8,21,22,31,20,1847133515,7,56710240,38,1197,65301,1111779
97,6,7,14,15,20,36,3,1496214000,9,48789587,46,1543,77227,1282678
98,6,9,16,23,24,32,43,3177972300,4,47081072,45,1880,87818,1385812
99,1,3,10,27,29,37,11,2169219050,6,54230477,40,1581,77203,1282311
100,1,7,11,23,37,42,6,3315315525,4,61394732,36,1544,76899,1235777
101,1,3,17,32,35,45,8,2707297500,5,59370560,38,1405,73210,1246344
102,17,22,24,26,35,40,42,1457153067,9,91072067,24,1352,75476,1322337
103,5,14,15,27,30,45,10,1691589563,8,59354020,38,1583,75587,1231156
104,17,32,33,34,42,44,35,6610743750,2,95807881,23,1293,71824,1246208
105,8,10,20,34,41,45,28,3416781450,4,87609781,26,1331,69127,1192263
106,4,10,12,22,24,33,29,810461157,16,54030744,40,2056,93551,1415989
107,1,4,5,6,9,31,17,6679927800,2,63618360,35,2181,91651,1301235
108,7,18,22,23,29,44,12,1998900772,7,56879291,41,1462,70827,1223421
109,1,5,34,36,42,44,33,1246838200,12,80441175,31,1493,73179,1271057
110,7,20,22,23,29,43,1,4566262000,3,60082395,38,1392,73674,1196287
111,7,18,31,33,36,40,27,2199047450,6,43118578,51,1734,86863,1389605
112,26,29,30,33,41,42,43,1567271167,9,73465836,32,1370,70247,1227387
113,4,9,28,33,36,45,26,1561528934,9,54471940,43,1479,72711,1241238
114,11,14,19,26,28,41,2,2362345050,6,57618172,41,1491,78504,1283250
115,1,2,6,9,25,28,31,1488589567,9,65673070,34,1990,91627,1447287
116,2,4,25,31,34,37,17,1997747315,7,41619736,56,1735,91897,1499198
117,5,10,22,34,36,44,35,1558378334,9,46751350,50,1642,78361,1267826
118,3,4,10,17,19,22,38,1297989720,10,52763810,41,1671,83233,1390561
119,3,11,13,14,17,21,38,1474899400,9,45149982,49,1936,85327,1355365
120,4,6,10,11,32,37,30,4364530300,3,70395650,31,1605,80400,1377368
121,12,28,30,34,38,43,9,6839648100,2,73544604,31,1342,67464,1153689
122,1,11,16,17,36,40,8,1450073800,9,57239756,38,1403,72518,1266949
123,7,17,18,28,30,45,27,2532982680,5,55547866,38,1477,72742,1188107
124,4,16,23,25,29,42,1,1395936267,9,56592011,37,1540,75040,1230275
125,2,8,32,33,35,36,18,1754870786,7,56870813,36,1444,74261,1220272
126,7,20,22,27,40,43,1,1369301500,9,58684350,35,1439,71370,1166992
127,3,5,10,29,32,43,35,1965939150,6,45719516,43,1279,67175,1143382
128,12,30,34,36,37,45,39,2064043100,6,89741005,23,1192,63294,1102953
129,19,23,25,28,38,42,17,1093629655,11,40099754,50,1473,71124,1145600
130,7,19,24,27,42,45,31,3036496650,4,67477704,30,1273,63587,1087239
131,8,10,11,14,15,21,37,1451214488,8,58634929,33,1645,73893,1153272
132,3,17,23,34,41,45,43,2920473525,4,57264187,34,1382,65277,1098225
133,4,7,15,18,23,26,13,1450242600,8,37914840,51,1466,76266,1221679
134,3,12,20,23,31,35,43,2349155100,5,39152585,50,1433,69698,1129299
135,6,14,22,28,35,39,16,1717293515,7,71553897,28,1424,66201,1099249
136,2,16,30,36,41,42,11,1997694150,6,76834391,26,1279,66993,1119075
137,7,9,20,25,36,39,15,1270403467,9,47640130,40,1578,72935,1186655
138,10,11,27,28,37,39,19,2227152000,5,57998750,32,1251,61230,1056925
139,9,11,15,20,28,43,13,1650210215,7,68758759,28,1128,57271,986618
140,3,13,17,18,19,28,8,2109462840,5,51702521,34,1310,64372,1082575
141,8,12,29,31,42,43,2,1900552400,6,65536290,29,1144,58203,1000591
142,12,16,30,34,40,44,19,1018265564,11,66672150,28,1326,64602,1067644
143,26,27,28,42,43,45,8,3954584700,3,56494068,35,1182,57130,986951
144,4,15,17,26,36,37,43,1402440413,8,49208436,38,1498,74181,1180411
145,2,3,13,20,27,44,9,3797838200,3,49971556,38,1217,63120,1093545
146,2,19,27,35,41,42,25,6043415250,2,59249170,34,1383,62524,1038812
147,4,6,13,21,40,42,36,1700040215,7,56668008,35,1215,62412,1067800
148,21,25,33,34,35,36,17,2323596420,5,55323725,35,1185,63358,1079664
149,2,11,21,34,41,42,27,1639052143,7,44470407,43,1171,60450,1016240
150,2,18,25,28,37,39,16,2831645850,4,41038346,46,1279,65200,1100850
151,1,2,10,13,18,19,15,2716634025,4,40246430,45,1491,68250,1113528
152,1,5,13,26,29,34,43,2278131840,5,63281440,30,1184,60282,1021147
153,3,8,11,12,13,36,33,2730526125,4,35006746,52,1446,71562,1137072
154,6,19,21,35,40,45,20,2836628700,4,59096432,32,1189,60181,1020067
155,16,19,20,32,33,41,4,1193005734,9,48365098,37,1287,62882,1035003
156,5,18,28,30,42,45,2,1401099900,8,62271107,30,1230,59506,998192
157,19,26,30,33,35,39,37,5484903750,2,65296474,28,1155,61650,1028734
158,4,9,13,18,21,34,7,1069544340,10,39612754,45,1516,67910,1071741
159,1,18,30,41,42,43,32,1755407300,6,73141971,24,1071,54933,920378
160,3,7,8,34,39,41,1,5490805350,2,57195890,32,1079,58680,1022787
161,22,34,36,40,42,45,44,1996876272,7,33275487,63,1381,66233,1116934
162,1,5,21,25,38,41,24,2308265760,5,58289540,33,1172,61205,1057899
163,7,11,26,28,29,44,16,1629726515,7,40454205,47,1390,66604,1099200
164,6,9,10,11,39,41,27,4054937900,3,51986384,39,1626,74835,1250274
165,5,13,18,19,22,42,31,6767426700,2,56395223,40,1535,78820,1297194
166,9,12,27,36,39,45,14,1111299982,11,72763690,28,1507,70751,1140980
167,24,27,28,30,36,39,4,2491222920,5,57667198,36,1313,64208,1122401
168,3,10,31,40,42,43,30,2349946920,5,36264613,54,1544,74504,1233043
169,16,27,35,37,43,45,19,2482888380,5,66744312,31,1171,62705,1069471
170,2,11,13,15,31,42,10,1923108250,6,71226232,27,1309,67030,1125608
171,4,16,25,29,34,35,1,1961339700,6,103228406,19,1381,71461,1113068
172,4,19,21,24,26,41,35,1081154073,11,104321885,19,1276,65456,1111595
173,3,9,24,30,33,34,18,1487736788,8,31486493,63,1448,78349,1261354
174,13,14,18,22,35,39,16,1771103058,7,79472574,26,1325,64999,1101483
175,19,26,28,31,33,36,17,2371132620,5,41165497,48,1347,67585,1137627
176,4,17,30,32,33,34,15,2314663080,5,48222148,40,1535,76689,1191081
177,1,10,13,16,37,43,6,1693285500,7,65849992,30,1260,64437,1097033
178,1,5,11,12,18,23,9,2254621080,5,42701157,44,1566,74612,1200574
179,5,9,17,25,39,43,32,1081093920,10,33996665,53,1540,69956,1125523
180,2,15,20,21,29,34,22,5763371550,2,54889253,35,1284,62876,1047300
181,14,21,23,32,40,45,44,1941763300,6,80906805,24,1233,60637,1028918
182,13,15,27,29,34,40,35,3721439400,3,42289085,44,1228,59004,1000820
183,2,18,24,34,40,42,5,1777221500,6,71088860,25,1294,67137,1039403
184,1,2,6,16,20,33,41,1747753050,6,56379131,31,1331,63344,1054829
185,1,2,4,8,19,38,14,3522485800,3,51801262,34,1228,65938,1055823
186,4,10,14,19,21,45,9,1187882600,9,38735303,46,1169,58566,984795
187,1,2,8,18,29,38,42,1544733900,7,94852082,19,1253,59780,981217
188,19,24,27,30,31,34,36,3501405200,3,53051594,33,1320,61227,1016219
189,8,14,32,35,37,45,28,3461775100,3,52451138,33,1085,52193,903280
190,8,14,18,30,31,44,15,1784159450,6,54065438,33,1016,53791,918127
191,5,6,24,25,32,37,8,2577114675,4,74698977,23,1145,59650,1017334
192,4,8,11,18,37,45,33,2445348375,4,42900849,38,1098,55766,943042
193,6,14,18,26,36,39,13,3404449700,3,85111243,20,1135,58638,974398
194,15,20,23,26,39,44,28,2650567875,4,84145012,21,1072,53559,917061
195,7,10,19,22,35,40,31,918992591,11,25527572,66,1691,70324,1067833
196,35,36,37,41,44,45,30,727876520,15,67395975,27,1518,58079,937967
197,7,12,16,34,42,45,4,1803018300,6,42929008,42,1229,58551,993294
198,12,19,20,25,41,45,2,1797855050,6,71914202,25,1050,55693,965692
199,14,21,22,25,30,36,43,5344252200,2,77452931,23,1049,55426,939272
200,5,6,13,14,17,20,7,1344616613,8,30910727,58,1387,66233,1078398
201,3,11,24,38,39,44,26,9719465400,1,43781376,37,1347,61045,985655
202,12,14,27,33,39,44,17,1893391700,6,47334793,40,1232,62532,1043620
203,1,3,11,24,30,32,7,2164564740,5,41948930,43,1328,66916,1095728
204,3,12,14,35,40,45,5,1358347125,8,78744761,23,1180,57646,985516
205,1,3,21,29,35,37,30,1835221800,6,87391515,21,1098,56067,962608
206,1,2,3,15,20,25,43,2032859340,5,47056930,36,1549,66445,1044599
207,3,11,14,31,32,37,38,2104673760,5,47402563,37,1203,60871,1020444
208,14,25,31,34,40,44,24,1760767400,6,51787277,34,1224,64277,1030103
209,2,7,18,20,24,33,37,1660896350,6,48849893,34,1358,65973,1053545
210,10,19,22,23,25,37,39,5139085950,2,37239754,46,1298,64325,1049739
211,12,13,17,20,33,41,8,1035800250,10,59528750,29,1308,64785,1080600
212,11,12,18,21,31,38,8,2660747250,4,49273098,36,1228,64059,1066249
213,2,3,4,5,20,24,42,1376678025,8,55623355,33,1977,95451,1203368
214,5,7,20,25,28,37,32,1406980875,8,52110403,36,1433,70219,1167625
215,2,3,7,15,43,44,4,1587689615,7,57884518,32,1248,65898,1062967
216,7,16,17,33,36,40,1,848506108,13,29181427,63,2612,79174,1157342
217,16,20,27,33,35,39,38,1611246172,7,64820249,29,1206,64156,1066490
218,1,8,14,18,29,44,20,2779075800,4,71258354,26,1203,60492,996397
219,4,11,20,26,35,37,16,1208409167,9,44210092,41,1292,63889,1065147
220,5,11,19,21,34,43,31,1958094950,6,69931963,28,1317,67271,1122150
221,2,20,33,35,37,40,10,1800104250,6,40911461,44,1608,75459,1167205
222,5,7,28,29,39,43,44,2275193820,5,57454390,33,1105,57093,981530
223,1,3,18,20,26,27,38,1498170600,7,44817070,39,1416,67509,1107956
224,4,19,26,27,30,42,7,1808969950,6,69575768,26,1158,60549,1025571
225,5,11,13,19,31,36,7,1777201800,6,43346386,41,1287,65281,1080798
226,2,6,8,14,21,22,34,1744100150,6,45897373,38,1305,64076,1026364
227,4,5,15,16,22,42,2,5253542400,2,72965867,24,1103,56663,942116
228,17,25,35,36,39,44,23,1146700334,9,44103859,39,1338,66002,1036309
229,4,5,9,11,23,38,35,1451441100,7,62716591,27,1312,67524,1089603
230,5,11,14,29,32,33,12,1292929163,8,68956222,25,1037,56346,971324
231,5,10,19,31,44,45,27,1088365900,9,85923624,19,1267,59311,970465
232,8,9,10,12,24,44,35,1110918400,9,92576534,18,1268,65000,1023708
233,4,6,13,17,28,40,39,999153750,10,64048318,26,1274,62535,1021168
234,13,21,22,24,26,37,4,2519743875,4,73036055,23,1049,54926,921750
235,21,22,26,27,31,37,8,3433330100,3,59195347,29,1178,59548,901409
236,1,4,8,13,37,39,7,5030040150,2,40894636,41,1046,54480,940827
237,1,11,17,21,24,44,33,1440630729,7,43095792,39,1098,57338,974357
238,2,4,15,28,31,34,35,1121660567,9,58016926,29,1066,54591,930266
239,11,15,24,39,41,44,7,1134140167,9,58662423,29,1083,55850,927236
240,6,10,16,40,41,43,21,5098251450,2,60693470,28,1084,57376,961510
241,2,16,24,27,28,35,21,2552016300,4,50039536,34,967,53783,922001
242,4,19,20,21,32,34,43,1234542375,8,45723792,36,1245,60644,975863
243,2,12,17,19,28,42,34,2408850000,4,55375863,29,1089,54055,918683
244,13,16,25,36,37,38,19,9121583100,1,60810554,25,1096,54930,900577
245,9,11,27,31,32,38,22,1382583129,7,46086105,35,1092,57445,959435
246,13,18,21,23,26,39,15,1911774240,5,61274816,26,1294,59600,959025
247,12,15,28,36,39,40,13,1669313900,6,57562549,29,1019,52284,884542
248,3,8,17,23,38,45,13,1227479363,8,71158224,23,1155,58847,961562
249,3,8,27,31,41,44,11,1663568700,6,57364438,29,1169,56034,926776
250,19,23,30,37,43,45,38,1994726280,5,97780700,17,1051,51328,887737
251,6,7,19,25,28,38,45,1282616400,8,42753880,40,1242,62015,1028991
252,14,23,26,31,39,45,28,1391089715,7,67622417,24,1087,51895,874916
253,8,19,25,31,34,36,33,2466189525,4,82206318,20,1169,57084,942682
254,1,5,19,20,24,30,27,9741015900,1,49197050,33,1225,59196,978906
255,1,5,6,24,27,42,32,1598618550,6,122970658,13,1054,55422,945297
256,4,11,14,21,23,43,32,4891017000,2,47951148,34,1192,56975,938980
257,6,13,27,31,32,37,4,2391377025,4,88569520,18,1233,57977,954861
258,14,27,30,31,38,40,17,2426434350,4,57772247,28,1724,54638,901197
259,4,5,14,35,42,45,34,4838533500,2,64513780,25,1030,50402,864868
260,7,12,15,24,37,40,43,2310085575,4,59232964,26,1284,58258,933907
261,6,11,16,18,31,43,2,3192299100,3,49879674,32,1104,56285,929205
262,9,12,24,25,29,31,36,4518741600,2,71726058,21,1106,54807,910729
263,1,27,28,32,37,40,18,1551704900,6,57470552,27,937,50490,864303
264,9,16,27,36,41,44,5,1344889200,7,58112497,27,1047,50096,840243
265,5,9,34,37,38,39,12,1200838575,8,84269374,19,1010,52966,889156
266,3,4,9,11,22,42,37,3207211700,3,44544607,36,1194,58820,986495
267,7,8,24,34,36,41,1,3257663300,3,58172559,28,1141,55101,925922
268,3,10,19,24,32,45,12,1350954515,7,45031818,35,1362,61857,969153
269,5,18,20,36,42,43,32,1961399940,5,74295453,22,1014,50514,866762
270,5,9,12,20,21,26,27,1927830060,5,50203908,32,1242,59807,971485
271,3,8,9,27,29,40,36,1565918150,6,55925649,28,1256,59418,956127
272,7,9,12,27,39,43,28,1104622800,9,42485493,39,1370,63219,1017199
273,1,8,24,31,34,44,6,3339543100,3,79512931,21,1096,56192,942078
274,13,14,15,26,35,39,25,2505085575,4,45136678,37,1254,57315,923057
275,14,19,20,35,38,40,26,10044066900,1,88105850,19,991,51657,884959
276,4,15,21,33,39,41,25,3312569000,3,53428533,31,1161,59894,944192
277,10,12,13,15,25,29,20,3272627800,3,52784320,31,1104,55271,914243
278,3,11,37,39,41,43,13,3186530000,3,59009815,27,1089,55643,922288
279,7,16,31,36,37,38,11,1914205320,5,59080412,27,1088,55421,922712
280,10,11,23,24,36,37,35,1355258529,7,58560554,27,1145,53915,905130
281,1,3,4,6,14,41,12,1554683200,6,42018465,37,1491,74543,970685
282,2,5,10,18,31,32,30,1322052643,7,48199836,32,1523,66297,1020328
283,6,8,18,31,38,45,42,3137224600,3,65358846,24,1061,52989,876107
284,2,7,15,24,30,45,28,3117640300,3,111344297,14,955,50537,859700
285,13,33,37,40,41,45,2,3164370100,3,60853272,26,1017,51283,872117
286,1,15,19,40,42,44,17,3236566300,3,59936413,27,1033,48857,857882
287,6,12,24,27,35,37,41,1328657100,7,41894594,37,1330,60597,962149
288,1,12,17,28,35,41,10,2357261550,4,65479488,24,1056,50246,853998
289,3,14,33,37,38,42,10,0,0,63761694,24,1019,52281,880103
290,8,13,18,32,39,45,7,2149214424,13,51251650,61,2297,106752,1783529
291,3,7,8,18,20,42,45,1450585200,7,43393575,39,1227,62513,1029643
292,17,18,31,32,33,34,10,720373950,14,45428988,37,1688,66893,977718
293,1,9,17,21,29,33,24,1656764400,6,78893543,21,1154,61059,926442
294,6,10,17,30,37,38,40,2406504975,4,61705256,26,1137,56795,947708
295,1,4,12,16,18,38,8,0,0,62969875,26,1013,55376,950380
296,3,8,15,27,30,45,44,3066088275,8,46243415,53,2066,89945,1435988
297,6,11,19,20,28,32,34,5056668750,2,60198438,28,1275,61258,993035
298,5,9,27,29,37,40,19,9909778500,1,41290744,40,1353,63561,1011908
299,1,3,20,25,36,45,24,1483772529,7,59691999,29,1118,58114,984255
300,7,9,10,12,26,38,39,836092425,12,49181908,34,1416,70193,1102135
301,7,11,13,33,37,43,26,1447385015,7,35927997,47,1271,65756,1060486
302,13,19,20,32,38,42,4,5472167250,2,41455813,44,1134,59455,990149
303,2,14,17,30,38,45,43,1672749000,6,57681000,29,1158,56266,938678
304,4,10,16,26,33,41,38,1661646150,6,44909356,37,1426,62096,992573
305,7,8,18,21,23,39,9,2008210140,5,49220837,34,1377,66162,1049049
306,4,18,23,30,34,41,19,2102669520,5,76183679,23,1219,56687,937697
307,5,15,21,23,25,45,12,2587643250,4,61610554,28,1177,59400,937908
308,14,15,17,19,37,45,40,10232872800,1,63165882,27,978,53749,922984
309,1,2,5,11,18,36,22,901622946,11,66119016,25,1390,69125,1109802
310,1,5,19,28,34,41,16,1296713325,8,59619004,29,1086,53956,913906
311,4,12,24,27,28,32,10,1237691063,8,38378018,43,1363,64780,1020412
312,2,3,5,6,12,20,25,629017820,15,27112838,58,2064,91934,1080450
313,9,17,34,35,43,45,2,1715422800,6,65977800,26,1120,55743,936364
